date,open,high,low.close,volume,unadjClose,flag
20060127,1273.83,1286.38,1273.83,1283.72,262362,1283.72,1.0
20060130,1283.72,1287.94,1283.51,1285.19,228273,1285.19,1.0
20060131,1285.2,1285.2,1276.85,1280.08,270831,1280.08,1.0
20060201,1280.08,1283.33,1277.57,1282.46,258941,1282.46,1.0
20060202,1282.46,1282.46,1267.72,1270.84,256530,1270.84,1.0
20060203,1270.84,1270.87,1261.02,1264.03,228221,1264.03,1.0
20060206,1264.03,1267.04,1261.62,1265.02,213236,1265.02,1.0
20060207,1265.02,1265.78,1253.61,1254.78,236637,1254.78,1.0
20060208,1254.78,1266.47,1254.78,1265.65,245686,1265.65,1.0
20060209,1265.65,1274.56,1262.8,1263.78,244192,1263.78,1.0
20060210,1263.82,1269.89,1254.98,1266.99,229005,1266.99,1.0
20060213,1266.99,1266.99,1258.34,1262.86,185008,1262.86,1.0
20060214,1262.86,1278.21,1260.8,1275.53,243794,1275.53,1.0
20060215,1275.53,1281.0,1271.06,1280.0,231759,1280.0,1.0
20060216,1280.0,1289.39,1280.0,1289.38,225149,1289.38,1.0
20060217,1289.38,1289.47,1284.07,1287.24,212826,1287.24,1.0
20060221,1287.24,1291.92,1281.33,1283.03,210432,1283.03,1.0
20060222,1283.03,1294.17,1283.03,1292.67,222238,1292.67,1.0
20060223,1292.67,1293.84,1285.14,1287.79,214421,1287.79,1.0
20060224,1287.79,1292.11,1285.62,1289.43,193301,1289.43,1.0
20060227,1289.43,1297.57,1289.43,1294.12,197532,1294.12,1.0
20060228,1294.12,1294.12,1278.66,1280.66,237086,1280.66,1.0
20060301,1280.66,1291.8,1280.66,1291.24,230832,1291.24,1.0
20060302,1291.24,1291.24,1283.21,1289.14,249459,1289.14,1.0
20060303,1289.14,1297.33,1284.2,1287.23,215295,1287.23,1.0
20060306,1287.23,1288.23,1275.67,1278.26,228019,1278.26,1.0
20060307,1278.26,1278.26,1271.11,1275.88,226805,1275.88,1.0
20060308,1275.88,1280.33,1268.42,1278.47,244287,1278.47,1.0
20060309,1278.47,1282.74,1272.23,1272.23,214011,1272.23,1.0
20060310,1272.23,1284.37,1271.11,1281.42,212345,1281.42,1.0
20060313,1281.58,1287.37,1281.58,1284.13,207033,1284.13,1.0
20060314,1284.13,1298.14,1282.67,1297.48,216527,1297.48,1.0
20060315,1297.48,1304.4,1294.97,1303.02,229300,1303.02,1.0
20060316,1303.02,1310.45,1303.02,1305.33,229218,1305.33,1.0
20060317,1305.33,1309.79,1305.32,1307.25,254962,1307.25,1.0
20060320,1307.25,1310.0,1303.59,1305.08,197683,1305.08,1.0
20060321,1305.08,1310.88,1295.82,1297.23,214737,1297.23,1.0
20060322,1297.23,1305.97,1295.81,1305.04,203981,1305.04,1.0
20060323,1305.04,1305.04,1298.11,1301.67,198094,1301.67,1.0
20060324,1301.67,1306.53,1298.89,1302.95,232607,1302.95,1.0
20060327,1302.95,1303.74,1299.09,1301.61,202970,1301.61,1.0
20060328,1301.61,1306.24,1291.84,1293.23,214858,1293.23,1.0
20060329,1293.23,1305.6,1293.23,1302.89,214354,1302.89,1.0
20060330,1302.89,1310.15,1296.72,1300.25,229456,1300.25,1.0
20060331,1300.25,1303.0,1294.87,1294.87,223671,1294.87,1.0
20060403,1302.88,1309.19,1296.65,1297.81,249408,1297.81,1.0
20060404,1297.81,1307.55,1294.71,1305.93,214766,1305.93,1.0
20060405,1305.93,1312.81,1304.82,1311.56,242002,1311.56,1.0
20060406,1311.56,1311.99,1302.44,1309.04,228168,1309.04,1.0
20060407,1309.04,1314.07,1294.18,1295.5,208247,1295.5,1.0
20060410,1295.51,1300.74,1293.17,1296.62,189832,1296.62,1.0
20060411,1296.6,1300.71,1282.96,1286.57,223288,1286.57,1.0
20060412,1286.57,1290.93,1286.45,1288.12,193810,1288.12,1.0
20060413,1288.12,1292.09,1283.37,1289.12,189194,1289.12,1.0
20060417,1289.12,1292.45,1280.74,1285.33,179465,1285.33,1.0
20060418,1285.33,1309.02,1285.33,1307.28,259544,1307.28,1.0
20060419,1307.65,1310.39,1302.79,1309.93,244731,1309.93,1.0
20060420,1309.93,1318.16,1306.38,1311.46,251292,1311.46,1.0
20060421,1311.46,1317.67,1306.59,1311.28,239263,1311.28,1.0
20060424,1311.28,1311.28,1303.79,1308.11,211733,1308.11,1.0
20060425,1308.11,1310.79,1299.17,1301.74,236638,1301.74,1.0
20060426,1301.74,1310.97,1301.74,1305.41,250269,1305.41,1.0
20060427,1305.41,1315.0,1295.57,1309.72,277201,1309.72,1.0
20060428,1309.72,1316.04,1306.16,1310.61,241992,1310.61,1.0
20060501,1310.61,1317.21,1303.46,1305.19,243704,1305.19,1.0
20060502,1305.19,1313.66,1305.19,1313.21,240347,1313.21,1.0
20060503,1313.21,1313.47,1303.92,1308.12,239523,1308.12,1.0
20060504,1307.85,1315.14,1307.85,1312.25,243145,1312.25,1.0
20060505,1312.25,1326.53,1312.25,1325.76,229476,1325.76,1.0
20060508,1325.76,1326.7,1322.87,1324.66,215130,1324.66,1.0
20060509,1324.66,1326.6,1322.48,1325.14,215729,1325.14,1.0
20060510,1324.57,1325.51,1317.44,1322.85,226855,1322.85,1.0
20060511,1322.63,1322.63,1303.45,1305.92,253152,1305.92,1.0
20060512,1305.88,1305.88,1290.38,1291.24,256797,1291.24,1.0
20060515,1291.19,1294.81,1284.51,1294.5,250566,1294.5,1.0
20060516,1294.5,1297.88,1288.51,1292.08,238621,1292.08,1.0
20060517,1291.73,1291.73,1267.31,1270.32,283020,1270.32,1.0
20060518,1270.25,1274.89,1261.75,1261.81,253749,1261.81,1.0
20060519,1261.81,1272.15,1256.28,1267.03,298230,1267.03,1.0
20060522,1267.03,1268.77,1252.98,1262.07,277301,1262.07,1.0
20060523,1262.06,1273.67,1256.15,1256.58,260525,1256.58,1.0
20060524,1256.56,1264.53,1245.34,1258.57,299903,1258.57,1.0
20060525,1258.41,1273.26,1258.41,1272.88,237273,1272.88,1.0
20060526,1272.71,1280.54,1272.5,1280.16,181402,1280.16,1.0
20060530,1280.04,1280.04,1259.87,1259.87,217619,1259.87,1.0
20060531,1259.38,1270.09,1259.38,1270.09,269216,1270.09,1.0
20060601,1270.05,1285.71,1269.19,1285.71,236016,1285.71,1.0
20060602,1285.71,1290.68,1280.22,1288.22,229554,1288.22,1.0
20060605,1288.16,1288.16,1264.66,1265.29,231347,1265.29,1.0
20060606,1265.23,1269.88,1254.46,1263.85,269765,1263.85,1.0
20060607,1263.61,1272.47,1255.77,1256.15,264417,1256.15,1.0
20060608,1256.08,1259.85,1235.18,1257.93,354379,1257.93,1.0
20060609,1257.93,1262.58,1250.03,1252.3,221400,1252.3,1.0
20060612,1252.27,1255.22,1236.43,1237.44,224701,1237.44,1.0
20060613,1236.08,1243.37,1222.52,1223.69,321577,1223.69,1.0
20060614,1223.66,1231.46,1219.29,1230.04,266799,1230.04,1.0
20060615,1230.01,1258.64,1230.01,1256.16,277548,1256.16,1.0
20060616,1256.16,1256.27,1246.33,1251.54,278339,1251.54,1.0
20060619,1251.54,1255.93,1237.17,1240.13,251720,1240.13,1.0
20060620,1240.12,1249.01,1238.87,1240.12,223295,1240.12,1.0
20060621,1240.09,1257.96,1240.09,1252.2,236123,1252.2,1.0
20060622,1251.92,1251.92,1241.53,1245.6,214818,1245.6,1.0
20060623,1245.59,1253.13,1241.43,1244.5,201727,1244.5,1.0
20060626,1244.5,1250.92,1243.68,1250.56,187858,1250.56,1.0
20060627,1250.55,1253.37,1238.94,1239.2,220313,1239.2,1.0
20060628,1238.99,1247.06,1237.59,1246.0,208549,1246.0,1.0
20060629,1245.94,1272.88,1245.94,1272.87,262125,1272.87,1.0
20060630,1272.86,1276.3,1270.2,1270.2,304956,1270.2,1.0
20060703,1270.06,1280.38,1270.06,1280.19,111447,1280.19,1.0
20060705,1280.05,1280.05,1265.91,1270.91,216507,1270.91,1.0
20060706,1270.58,1278.32,1270.58,1274.08,200916,1274.08,1.0
20060707,1274.08,1275.38,1263.13,1265.48,198815,1265.48,1.0
20060710,1265.46,1274.06,1264.46,1267.34,185459,1267.34,1.0
20060711,1267.26,1273.64,1259.65,1272.43,231085,1272.43,1.0
20060712,1272.39,1273.31,1257.29,1258.6,225045,1258.6,1.0
20060713,1258.58,1258.58,1241.43,1242.28,254576,1242.28,1.0
20060714,1242.29,1242.7,1228.45,1236.2,246712,1236.2,1.0
20060717,1236.2,1240.07,1231.49,1234.49,214641,1234.49,1.0
20060718,1234.48,1239.86,1224.54,1236.86,248175,1236.86,1.0
20060719,1236.74,1261.81,1236.74,1259.81,270198,1259.81,1.0
20060720,1259.81,1262.56,1249.13,1249.13,234558,1249.13,1.0
20060721,1249.12,1250.96,1238.72,1240.29,270409,1240.29,1.0
20060724,1240.25,1262.5,1240.25,1260.91,231272,1260.91,1.0
20060725,1260.91,1272.39,1257.19,1268.88,256393,1268.88,1.0
20060726,1268.87,1273.89,1261.94,1268.4,266771,1268.4,1.0
20060727,1268.2,1275.85,1261.92,1263.2,277671,1263.2,1.0
20060728,1263.15,1280.42,1263.15,1278.55,248042,1278.55,1.0
20060731,1278.53,1278.66,1274.31,1276.66,246130,1276.66,1.0
20060801,1278.53,1278.66,1265.71,1270.92,252769,1270.92,1.0
20060802,1270.73,1283.42,1270.73,1277.41,261075,1277.41,1.0
20060803,1278.22,1283.96,1271.25,1280.27,272844,1280.27,1.0
20060804,1280.26,1292.92,1273.82,1279.36,253097,1279.36,1.0
20060807,1279.31,1279.31,1273.0,1275.77,204566,1275.77,1.0
20060808,1275.67,1282.75,1268.37,1271.48,245784,1271.48,1.0
20060809,1271.13,1283.74,1264.73,1265.95,255518,1265.95,1.0
20060810,1265.72,1272.55,1261.3,1271.81,240219,1271.81,1.0
20060811,1271.64,1271.64,1262.08,1266.74,200454,1266.74,1.0
20060814,1266.67,1278.9,1266.67,1268.21,211802,1268.21,1.0
20060815,1268.19,1286.23,1268.19,1285.58,233410,1285.58,1.0
20060816,1285.27,1296.21,1285.27,1295.43,255457,1295.43,1.0
20060817,1295.37,1300.78,1292.71,1297.48,245834,1297.48,1.0
20060818,1297.48,1302.3,1293.57,1302.3,203391,1302.3,1.0
20060821,1302.3,1302.3,1295.51,1297.52,175924,1297.52,1.0
20060822,1297.52,1302.49,1294.44,1298.82,190874,1298.82,1.0
20060823,1298.73,1301.5,1289.82,1292.99,189367,1292.99,1.0
20060824,1292.97,1297.23,1291.4,1296.06,193032,1296.06,1.0
20060825,1295.92,1298.88,1292.39,1295.09,166758,1295.09,1.0
20060828,1295.09,1305.02,1293.97,1301.78,183492,1301.78,1.0
20060829,1301.57,1305.02,1295.29,1304.28,209372,1304.28,1.0
20060830,1303.7,1306.74,1302.15,1305.37,206069,1305.37,1.0
20060831,1304.25,1306.11,1302.45,1303.82,197454,1303.82,1.0
20060901,1303.8,1312.03,1303.8,1311.01,180052,1311.01,1.0
20060905,1310.94,1314.67,1308.82,1313.25,211448,1313.25,1.0
20060906,1313.04,1313.04,1299.28,1300.26,232987,1300.26,1.0
20060907,1300.21,1301.25,1292.13,1294.02,232585,1294.02,1.0
20060908,1294.02,1300.14,1294.02,1298.92,213289,1298.92,1.0
20060911,1298.86,1302.36,1290.93,1299.54,250643,1299.54,1.0
20060912,1299.53,1314.28,1299.53,1313.0,279158,1313.0,1.0
20060913,1312.74,1319.92,1311.12,1318.07,259722,1318.07,1.0
20060914,1318.0,1318.0,1313.25,1316.28,235122,1316.28,1.0
20060915,1316.28,1324.65,1316.28,1319.66,319803,1319.66,1.0
20060918,1319.85,1324.87,1318.16,1321.18,232508,1321.18,1.0
20060919,1321.17,1322.04,1312.17,1317.64,239085,1317.64,1.0
20060920,1318.28,1328.53,1318.28,1325.18,254307,1325.18,1.0
20060921,1324.89,1328.19,1315.45,1318.03,262744,1318.03,1.0
20060922,1318.03,1318.03,1310.94,1314.78,216288,1314.78,1.0
20060925,1314.78,1329.35,1311.58,1326.37,271024,1326.37,1.0
20060926,1326.35,1336.6,1325.3,1336.35,267335,1336.35,1.0
20060927,1336.12,1340.08,1333.54,1336.59,274919,1336.59,1.0
20060928,1336.56,1340.28,1333.75,1338.88,239782,1338.88,1.0
20060929,1339.15,1339.88,1335.64,1335.85,227343,1335.85,1.0
20061002,1335.82,1338.54,1330.28,1331.32,215448,1331.32,1.0
20061003,1331.32,1338.31,1327.1,1334.11,268269,1334.11,1.0
20061004,1333.81,1350.2,1331.48,1350.2,301988,1350.2,1.0
20061005,1349.84,1353.79,1347.75,1353.22,281724,1353.22,1.0
20061006,1353.22,1353.22,1344.21,1349.59,252300,1349.59,1.0
20061009,1349.58,1352.69,1346.55,1350.66,193517,1350.66,1.0
20061010,1350.62,1354.23,1348.6,1353.42,237614,1353.42,1.0
20061011,1353.28,1353.97,1343.57,1349.95,252100,1349.95,1.0
20061012,1349.94,1363.76,1349.94,1362.83,251435,1362.83,1.0
20061013,1362.82,1366.63,1360.5,1365.62,248292,1365.62,1.0
20061016,1365.61,1370.2,1364.48,1369.06,230592,1369.06,1.0
20061017,1369.05,1369.05,1356.87,1364.05,251962,1364.05,1.0
20061018,1363.93,1372.87,1360.95,1365.8,265884,1365.8,1.0
20061019,1365.95,1368.09,1362.06,1366.96,261983,1366.96,1.0
20061020,1366.94,1368.66,1362.1,1368.6,252641,1368.6,1.0
20061023,1368.58,1377.4,1363.94,1377.02,248043,1377.02,1.0
20061024,1377.02,1377.78,1372.42,1377.38,287689,1377.38,1.0
20061025,1377.36,1383.61,1376.0,1382.22,295354,1382.22,1.0
20061026,1382.21,1389.45,1379.47,1389.08,279335,1389.08,1.0
20061027,1388.89,1388.89,1375.85,1377.34,245845,1377.34,1.0
20061030,1377.3,1381.22,1373.46,1377.93,277044,1377.93,1.0
20061031,1377.93,1381.21,1372.19,1377.94,280303,1377.94,1.0
20061101,1377.76,1381.95,1366.26,1367.81,282116,1367.81,1.0
20061102,1367.44,1368.39,1362.21,1367.34,264618,1367.34,1.0
20061103,1367.31,1371.68,1360.98,1364.3,241973,1364.3,1.0
20061106,1364.27,1381.4,1364.27,1379.78,253355,1379.78,1.0
20061107,1379.75,1388.19,1379.19,1382.84,263639,1382.84,1.0
20061108,1382.5,1388.61,1379.33,1385.72,281482,1385.72,1.0
20061109,1385.43,1388.92,1377.31,1378.33,301205,1378.33,1.0
20061110,1378.33,1381.04,1375.6,1380.9,229020,1380.9,1.0
20061113,1380.58,1387.61,1378.8,1384.42,238634,1384.42,1.0
20061114,1384.36,1394.49,1379.07,1393.22,302748,1393.22,1.0
20061115,1392.91,1401.35,1392.13,1396.57,283113,1396.57,1.0
20061116,1396.53,1403.76,1396.53,1399.76,283573,1399.76,1.0
20061117,1399.76,1401.21,1394.55,1401.2,272610,1401.2,1.0
20061120,1401.17,1404.37,1397.85,1400.5,254671,1400.5,1.0
20061121,1400.43,1403.49,1399.99,1402.81,259794,1402.81,1.0
20061122,1402.69,1407.89,1402.26,1406.09,223771,1406.09,1.0
20061124,1405.94,1405.94,1399.25,1400.95,83255,1400.95,1.0
20061127,1400.95,1400.95,1381.44,1381.96,271121,1381.96,1.0
20061128,1381.61,1387.91,1377.83,1386.72,263975,1386.72,1.0
20061129,1386.11,1401.14,1386.11,1399.48,279097,1399.48,1.0
20061130,1399.47,1406.3,1393.83,1400.63,400623,1400.63,1.0
20061201,1400.63,1402.46,1385.93,1396.71,280098,1396.71,1.0
20061204,1396.67,1411.23,1396.67,1409.12,276632,1409.12,1.0
20061205,1409.1,1415.27,1408.78,1414.76,275570,1414.76,1.0
20061206,1414.4,1415.93,1411.05,1412.9,272528,1412.9,1.0
20061207,1412.86,1418.27,1406.8,1407.29,274315,1407.29,1.0
20061208,1407.27,1414.09,1403.67,1409.84,244046,1409.84,1.0
20061211,1409.81,1415.6,1408.56,1413.04,228990,1413.04,1.0
20061212,1413.0,1413.78,1404.75,1411.56,273817,1411.56,1.0
20061213,1411.32,1416.64,1411.05,1413.21,255226,1413.21,1.0
20061214,1413.16,1427.23,1413.16,1425.49,272970,1425.49,1.0
20061215,1425.48,1431.63,1425.48,1427.09,322958,1427.09,1.0
20061218,1427.08,1431.81,1420.65,1422.48,256814,1422.48,1.0
20061219,1422.42,1428.3,1414.88,1425.55,271706,1425.55,1.0
20061220,1425.51,1429.05,1423.51,1423.53,238763,1423.53,1.0
20061221,1423.2,1426.4,1415.9,1418.3,232241,1418.3,1.0
20061222,1418.1,1418.82,1410.28,1410.76,164759,1410.76,1.0
20061226,1410.75,1417.91,1410.45,1416.9,131031,1416.9,1.0
20061227,1416.63,1427.72,1416.63,1426.84,166737,1426.84,1.0
20061228,1426.77,1427.26,1422.05,1424.73,150857,1424.73,1.0
20061229,1424.71,1427.0,1416.84,1418.3,167820,1418.3,1.0
20070103,1418.03,1429.42,1407.86,1416.6,342916,1416.6,1.0
20070104,1416.6,1421.84,1408.43,1418.34,300446,1418.34,1.0
20070105,1418.34,1418.34,1405.75,1409.71,291940,1409.71,1.0
20070108,1409.26,1414.98,1403.97,1412.84,276334,1412.84,1.0
20070109,1412.84,1415.61,1405.42,1412.11,303838,1412.11,1.0
20070110,1408.7,1415.99,1405.32,1414.85,276466,1414.85,1.0
20070111,1414.84,1427.12,1414.84,1423.82,285787,1423.82,1.0
20070112,1423.82,1431.23,1422.58,1430.73,268648,1430.73,1.0
20070116,1430.73,1433.93,1428.62,1431.9,259953,1431.9,1.0
20070117,1431.77,1435.27,1428.57,1430.62,269027,1430.62,1.0
20070118,1430.59,1432.96,1424.21,1426.37,282243,1426.37,1.0
20070119,1426.35,1431.57,1425.19,1430.5,277748,1430.5,1.0
20070122,1430.47,1431.39,1420.4,1422.95,254012,1422.95,1.0
20070123,1422.95,1431.33,1421.66,1427.99,297507,1427.99,1.0
20070124,1427.96,1440.14,1427.96,1440.13,278318,1440.13,1.0
20070125,1440.12,1440.69,1422.34,1423.9,299433,1423.9,1.0
20070126,1423.9,1427.27,1416.96,1422.18,262662,1422.18,1.0
20070129,1422.03,1426.94,1418.46,1420.62,273048,1420.62,1.0
20070130,1420.61,1428.82,1420.61,1428.82,270625,1428.82,1.0
20070131,1428.65,1441.61,1424.78,1438.24,297669,1438.24,1.0
20070201,1437.9,1446.64,1437.9,1445.94,291489,1445.94,1.0
20070202,1445.94,1449.33,1444.49,1448.39,256945,1448.39,1.0
20070205,1448.33,1449.38,1443.85,1446.99,243943,1446.99,1.0
20070206,1446.98,1450.19,1443.4,1448.0,260871,1448.0,1.0
20070207,1447.41,1452.99,1446.44,1450.02,261882,1450.02,1.0
20070208,1449.99,1450.45,1442.81,1448.31,281618,1448.31,1.0
20070209,1448.25,1452.45,1433.44,1438.06,295181,1438.06,1.0
20070212,1438.0,1439.11,1431.44,1433.37,239568,1433.37,1.0
20070213,1433.22,1444.41,1433.22,1444.26,265215,1444.26,1.0
20070214,1443.91,1457.65,1443.91,1455.3,269929,1455.3,1.0
20070215,1455.15,1457.97,1453.19,1456.81,249092,1456.81,1.0
20070216,1456.77,1456.77,1451.57,1455.54,239945,1455.54,1.0
20070220,1455.53,1460.53,1449.2,1459.68,233786,1459.68,1.0
20070221,1459.6,1459.6,1452.02,1457.63,260698,1457.63,1.0
20070222,1457.29,1461.57,1450.51,1456.38,195077,1456.38,1.0
20070223,1456.22,1456.22,1448.36,1451.19,257995,1451.19,1.0
20070226,1451.04,1456.95,1445.48,1449.37,282217,1449.37,1.0
20070227,1449.25,1449.25,1389.42,1399.04,406523,1399.04,1.0
20070228,1398.64,1415.89,1396.65,1406.82,392525,1406.82,1.0
20070301,1406.8,1409.46,1380.87,1403.17,387491,1403.17,1.0
20070302,1403.16,1403.4,1386.87,1387.17,331226,1387.17,1.0
20070305,1387.11,1391.86,1373.97,1374.12,348052,1374.12,1.0
20070306,1374.06,1397.9,1374.06,1395.41,335816,1395.41,1.0
20070307,1395.02,1401.16,1390.64,1391.97,314135,1391.97,1.0
20070308,1391.88,1407.93,1391.88,1401.89,301485,1401.89,1.0
20070309,1401.89,1410.15,1397.3,1402.84,262305,1402.84,1.0
20070312,1402.8,1409.34,1398.4,1406.6,266400,1406.6,1.0
20070313,1406.23,1406.23,1377.71,1377.95,348557,1377.95,1.0
20070314,1377.86,1388.09,1363.98,1387.17,375835,1387.17,1.0
20070315,1387.11,1395.73,1385.16,1392.28,282190,1392.28,1.0
20070316,1392.28,1397.51,1383.63,1386.95,339364,1386.95,1.0
20070319,1386.95,1403.2,1386.95,1402.06,277718,1402.06,1.0
20070320,1402.04,1411.53,1400.7,1410.94,279594,1410.94,1.0
20070321,1410.92,1437.77,1409.75,1435.04,318477,1435.04,1.0
20070322,1435.04,1437.66,1429.88,1434.54,312997,1434.54,1.0
20070323,1434.54,1438.89,1433.21,1436.11,261902,1436.11,1.0
20070326,1436.11,1437.65,1423.28,1437.5,275466,1437.5,1.0
20070327,1437.49,1437.49,1425.54,1428.61,267304,1428.61,1.0
20070328,1428.35,1428.35,1414.07,1417.23,300044,1417.23,1.0
20070329,1417.17,1426.24,1413.27,1422.53,285471,1422.53,1.0
20070330,1422.52,1429.22,1408.9,1420.86,290396,1420.86,1.0
20070402,1420.83,1425.49,1416.37,1424.55,287588,1424.55,1.0
20070403,1424.27,1440.57,1424.27,1437.77,292176,1437.77,1.0
20070404,1437.75,1440.16,1435.08,1439.37,261632,1439.37,1.0
20070405,1438.94,1444.88,1436.67,1443.76,235723,1443.76,1.0
20070409,1443.77,1448.1,1443.28,1444.61,234941,1444.61,1.0
20070410,1444.58,1448.73,1443.99,1448.39,251011,1448.39,1.0
20070411,1448.23,1448.39,1436.15,1438.87,295019,1438.87,1.0
20070412,1438.87,1448.02,1433.91,1447.8,277057,1447.8,1.0
20070413,1447.8,1453.11,1444.15,1452.85,269002,1452.85,1.0
20070416,1452.84,1468.62,1452.84,1468.33,287014,1468.33,1.0
20070417,1468.47,1474.35,1467.15,1471.48,292057,1471.48,1.0
20070418,1471.47,1476.57,1466.41,1472.5,297133,1472.5,1.0
20070419,1472.48,1474.23,1464.47,1470.73,291361,1470.73,1.0
20070420,1470.69,1484.74,1470.69,1484.35,332994,1484.35,1.0
20070423,1484.33,1487.32,1480.19,1480.93,257502,1480.93,1.0
20070424,1480.93,1483.82,1473.74,1480.41,311975,1480.41,1.0
20070425,1480.28,1496.59,1480.28,1495.42,325259,1495.42,1.0
20070426,1495.27,1498.02,1491.17,1494.25,321180,1494.25,1.0
20070427,1494.21,1497.32,1488.67,1494.07,273281,1494.07,1.0
20070430,1494.07,1497.16,1482.29,1482.37,309342,1482.37,1.0
20070501,1482.37,1487.27,1476.7,1486.3,340035,1486.3,1.0
20070502,1486.13,1499.1,1486.13,1495.92,318980,1495.92,1.0
20070503,1495.56,1503.34,1495.56,1502.39,300797,1502.39,1.0
20070504,1502.35,1510.34,1501.8,1505.62,276193,1505.62,1.0
20070507,1505.57,1511.0,1505.54,1509.48,254509,1509.48,1.0
20070508,1509.36,1509.36,1500.66,1507.72,279572,1507.72,1.0
20070509,1507.32,1513.8,1503.77,1512.58,293555,1512.58,1.0
20070510,1512.33,1512.33,1491.42,1491.47,303124,1491.47,1.0
20070511,1491.47,1506.24,1491.47,1505.85,272078,1505.85,1.0
20070514,1505.76,1510.9,1498.34,1503.15,277613,1503.15,1.0
20070515,1503.11,1514.83,1500.43,1501.19,307102,1501.19,1.0
20070516,1500.75,1514.15,1500.75,1514.14,291535,1514.14,1.0
20070517,1514.01,1517.14,1509.29,1512.75,286864,1512.75,1.0
20070518,1512.74,1522.75,1512.74,1522.75,295905,1522.75,1.0
20070521,1522.75,1529.87,1522.71,1525.1,346536,1525.1,1.0
20070522,1525.1,1529.24,1522.05,1524.12,286050,1524.12,1.0
20070523,1524.09,1532.43,1521.9,1522.28,308426,1522.28,1.0
20070524,1522.1,1529.31,1505.18,1507.51,336553,1507.51,1.0
20070525,1507.5,1517.41,1507.5,1515.73,231625,1515.73,1.0
20070529,1515.55,1521.8,1512.02,1518.11,257179,1518.11,1.0
20070530,1517.6,1530.23,1510.06,1530.23,298021,1530.23,1.0
20070531,1530.19,1535.56,1528.26,1530.62,333553,1530.62,1.0
20070601,1530.62,1540.56,1530.62,1536.34,292702,1536.34,1.0
20070604,1536.28,1540.53,1532.31,1539.18,273893,1539.18,1.0
20070605,1539.12,1539.12,1525.62,1530.95,293945,1530.95,1.0
20070606,1530.57,1530.57,1514.13,1517.38,296419,1517.38,1.0
20070607,1517.36,1517.36,1490.37,1490.72,353847,1490.72,1.0
20070608,1490.71,1507.76,1487.41,1507.67,299346,1507.67,1.0
20070611,1507.64,1515.53,1503.35,1509.12,252528,1509.12,1.0
20070612,1509.12,1511.33,1492.97,1493.0,305620,1493.0,1.0
20070613,1492.65,1515.7,1492.65,1515.67,307793,1515.67,1.0
20070614,1515.58,1526.45,1515.58,1522.97,281363,1522.97,1.0
20070615,1522.97,1538.71,1522.97,1532.91,340603,1532.91,1.0
20070618,1532.9,1535.44,1529.31,1531.05,248024,1531.05,1.0
20070619,1531.02,1535.85,1525.67,1533.7,287359,1533.7,1.0
20070620,1533.68,1537.32,1512.36,1512.84,328690,1512.84,1.0
20070621,1512.5,1522.9,1504.75,1522.19,316111,1522.19,1.0
20070622,1522.19,1522.19,1500.74,1502.56,428432,1502.56,1.0
20070625,1502.56,1514.29,1492.68,1497.74,328725,1497.74,1.0
20070626,1497.68,1506.12,1490.54,1492.89,339853,1492.89,1.0
20070627,1492.62,1506.8,1484.18,1506.34,339815,1506.34,1.0
20070628,1506.32,1514.84,1503.41,1505.71,300671,1505.71,1.0
20070629,1505.7,1517.53,1493.61,1503.35,316541,1503.35,1.0
20070702,1504.66,1519.45,1504.66,1519.43,264899,1519.43,1.0
20070703,1519.12,1526.01,1519.12,1524.87,156079,1524.87,1.0
20070705,1524.86,1526.57,1517.72,1525.4,262295,1525.4,1.0
20070706,1524.96,1532.4,1520.47,1530.44,244152,1530.44,1.0
20070709,1530.43,1534.26,1527.45,1531.85,271533,1531.85,1.0
20070710,1531.85,1531.85,1510.01,1510.12,324428,1510.12,1.0
20070711,1509.93,1519.34,1506.1,1518.76,308292,1518.76,1.0
20070712,1518.74,1547.92,1518.74,1547.7,348960,1547.7,1.0
20070713,1547.68,1555.1,1544.85,1552.5,280112,1552.5,1.0
20070716,1552.5,1555.9,1546.69,1549.52,270411,1549.52,1.0
20070717,1549.52,1555.32,1547.74,1549.37,300714,1549.37,1.0
20070718,1549.2,1549.2,1533.67,1546.17,360922,1546.17,1.0
20070719,1546.13,1555.2,1546.13,1553.08,325145,1553.08,1.0
20070720,1553.19,1553.19,1529.2,1534.1,374578,1534.1,1.0
20070723,1534.06,1547.23,1534.06,1541.57,310270,1541.57,1.0
20070724,1541.57,1541.57,1508.62,1511.04,411583,1511.04,1.0
20070725,1511.03,1524.31,1503.73,1518.09,428320,1518.09,1.0
20070726,1518.09,1518.09,1465.3,1482.66,447255,1482.66,1.0
20070727,1482.44,1488.53,1458.95,1458.95,478465,1458.95,1.0
20070730,1458.93,1477.88,1454.32,1473.91,412878,1473.91,1.0
20070731,1473.9,1488.3,1454.25,1455.27,452452,1455.27,1.0
20070801,1455.18,1468.38,1439.59,1465.81,525678,1465.81,1.0
20070802,1465.46,1476.43,1460.58,1472.2,436885,1472.2,1.0
20070803,1472.18,1473.23,1432.8,1433.06,427211,1433.06,1.0
20070806,1433.04,1467.67,1427.39,1467.67,506720,1467.67,1.0
20070807,1467.62,1488.3,1455.8,1476.71,490939,1476.71,1.0
20070808,1476.22,1503.89,1476.22,1497.49,549956,1497.49,1.0
20070809,1497.21,1497.21,1453.09,1453.09,588960,1453.09,1.0
20070810,1453.09,1462.02,1429.74,1453.64,534578,1453.64,1.0
20070813,1453.42,1466.29,1451.54,1452.92,369628,1452.92,1.0
